Customer_ID,Age,Gender,Item_Purchased,Purchase_Amount (USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases
424,47,Male,T-shirt,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly
425,23,Male,Jacket,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly
426,67,Male,Hoodie,98,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually
427,41,Male,Jeans,29,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months
428,55,Male,Sweater,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly
429,28,Male,Shorts,98,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,Yes,31,Venmo,Fortnightly
430,63,Male,Hoodie,56,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,Yes,18,Debit Card,Annually
431,30,Male,Pants,78,Georgia,L,White,Winter,4.4,No,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months
432,24,Male,Shirt,68,New Hampshire,L,Violet,Winter,3,No,Free Shipping,Yes,Yes,20,Venmo,Monthly
433,69,Male,Shirt,94,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months
434,24,Male,Jeans,28,Utah,XL,Blue,Winter,3.4,No,Standard,Yes,Yes,20,PayPal,Monthly
435,35,Male,Jacket,24,New Hampshire,M,Red,Fall,2.9,No,Next Day Air,Yes,Yes,10,PayPal,Weekly
436,23,Male,Sweater,74,Florida,XL,Yellow,Fall,4.1,No,Standard,Yes,Yes,30,Debit Card,Annually
437,27,Male,Shirt,64,Texas,M,Silver,Summer,4.5,No,Standard,Yes,Yes,21,Cash,Every 3 Months
438,48,Male,Jeans,29,South Dakota,S,Teal,Spring,2.8,No,Express,Yes,Yes,16,Cash,Bi-Weekly
439,29,Male,Pants,81,Indiana,S,Indigo,Summer,3,No,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly
440,67,Male,T-shirt,100,West Virginia,M,Charcoal,Spring,4.5,No,Next Day Air,Yes,Yes,47,Credit Card,Every 3 Months
441,42,Male,Shirt,54,Maine,M,Orange,Fall,5,No,Express,Yes,Yes,21,Debit Card,Weekly
442,31,Male,Pants,56,Mississippi,XL,Peach,Spring,4.5,No,Express,Yes,Yes,2,PayPal,Every 3 Months
443,54,Male,Sweater,33,Alaska,L,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,40,PayPal,Annually
444,43,Male,Hoodie,59,South Carolina,L,Brown,Winter,3.1,No,Store Pickup,Yes,Yes,38,Credit Card,Every 3 Months
445,66,Male,T-shirt,79,Missouri,M,Violet,Winter,3,No,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
446,56,Male,Shorts,75,Mississippi,L,Green,Spring,4.2,No,2-Day Shipping,Yes,Yes,29,Debit Card,Quarterly
447,28,Male,Pants,43,Kentucky,M,Green,Spring,2.8,No,Free Shipping,Yes,Yes,19,Cash,Monthly
448,52,Male,Shorts,93,Connecticut,M,Maroon,Spring,2.7,No,Express,Yes,Yes,19,Credit Card,Bi-Weekly
449,59,Male,T-shirt,84,Missouri,L,Orange,Winter,3.7,No,Express,Yes,Yes,45,Bank Transfer,Every 3 Months
450,23,Male,Pants,74,Washington,M,Violet,Winter,4,No,Next Day Air,Yes,Yes,17,Bank Transfer,Quarterly
451,58,Male,Shorts,62,New York,M,Yellow,Spring,4.6,No,Standard,Yes,Yes,15,Debit Card,Every 3 Months
452,37,Male,Sweater,97,Rhode Island,M,Orange,Winter,3.7,No,Standard,Yes,Yes,40,Bank Transfer,Weekly
453,66,Male,Hoodie,60,Alaska,S,Gold,Spring,4.3,No,Store Pickup,Yes,Yes,16,Bank Transfer,Quarterly
454,29,Male,Pants,69,Idaho,M,Lavender,Winter,2.7,No,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly
455,37,Male,Sweater,86,Tennessee,L,Silver,Spring,3.4,No,Express,Yes,Yes,19,Credit Card,Bi-Weekly
456,26,Male,Hoodie,27,Rhode Island,XL,Yellow,Fall,2.9,No,Standard,Yes,Yes,31,Bank Transfer,Quarterly
457,56,Male,T-shirt,37,New York,S,Violet,Fall,4.9,No,Next Day Air,Yes,Yes,14,Cash,Annually
458,44,Male,Hoodie,91,Mississippi,L,White,Winter,3,No,Free Shipping,Yes,Yes,15,Venmo,Bi-Weekly
459,44,Male,Sweater,95,Vermont,M,Cyan,Summer,3.9,No,2-Day Shipping,Yes,Yes,47,Bank Transfer,Monthly
460,39,Male,Pants,83,Oregon,M,Teal,Winter,4.1,No,Next Day Air,Yes,Yes,4,Cash,Every 3 Months
461,59,Male,Shorts,91,Florida,M,Blue,Summer,3,No,2-Day Shipping,Yes,Yes,50,PayPal,Bi-Weekly
462,49,Male,Jacket,61,Indiana,M,Cyan,Spring,4,No,Free Shipping,Yes,Yes,34,Bank Transfer,Annually
463,27,Male,Hoodie,68,North Carolina,S,Cyan,Winter,4.3,No,Store Pickup,Yes,Yes,26,Bank Transfer,Fortnightly
464,21,Male,Shirt,36,Wisconsin,L,Orange,Summer,4.9,No,Express,Yes,Yes,2,Cash,Weekly
465,40,Male,Pants,64,Mississippi,M,Charcoal,Spring,2.8,No,Store Pickup,Yes,Yes,42,Credit Card,Monthly
466,37,Male,Jacket,49,Kentucky,XL,Lavender,Fall,3.6,No,Free Shipping,Yes,Yes,24,Venmo,Weekly
467,21,Male,T-shirt,64,Minnesota,L,Purple,Fall,2.8,No,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
468,68,Male,Jacket,55,Michigan,L,Brown,Winter,4.8,No,Express,Yes,Yes,16,Bank Transfer,Quarterly
469,68,Male,Jacket,56,Oregon,M,Silver,Fall,4,No,Next Day Air,Yes,Yes,4,Debit Card,Quarterly
470,37,Male,Pants,30,Wisconsin,XL,Lavender,Winter,3,No,Next Day Air,Yes,Yes,49,Debit Card,Monthly
471,32,Male,Shirt,46,Washington,L,Turquoise,Spring,3.6,No,Express,Yes,Yes,15,Debit Card,Monthly
472,25,Male,Shorts,100,Michigan,M,Charcoal,Summer,2.6,No,2-Day Shipping,Yes,Yes,43,Venmo,Annually
473,62,Male,Shorts,25,Montana,S,Brown,Spring,4.6,No,Standard,Yes,Yes,21,Debit Card,Fortnightly
474,18,Male,Shirt,75,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,Yes,Yes,23,Venmo,Every 3 Months
475,22,Male,Jeans,53,California,XL,Gray,Summer,4.6,No,Store Pickup,Yes,Yes,45,PayPal,Every 3 Months
476,66,Male,Jacket,23,Connecticut,S,Indigo,Fall,3.5,No,Standard,Yes,Yes,34,Bank Transfer,Every 3 Months
477,60,Male,Pants,38,Michigan,M,Yellow,Summer,4.8,No,Free Shipping,Yes,Yes,35,PayPal,Every 3 Months
478,39,Male,Pants,88,South Dakota,M,Cyan,Fall,2.9,No,Express,Yes,Yes,29,Venmo,Quarterly
479,70,Male,Hoodie,60,Minnesota,L,Yellow,Winter,3.2,No,Next Day Air,Yes,Yes,45,Debit Card,Weekly
480,59,Male,Sweater,64,New York,L,Maroon,Summer,4.6,No,Free Shipping,Yes,Yes,21,Debit Card,Bi-Weekly
481,34,Male,Pants,25,Nebraska,S,Turquoise,Summer,3.4,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months
482,53,Male,Hoodie,92,Idaho,S,Violet,Spring,2.8,No,2-Day Shipping,Yes,Yes,42,Credit Card,Annually
483,32,Male,Sweater,36,Vermont,L,Pink,Fall,3.8,No,Express,Yes,Yes,26,Cash,Quarterly
484,63,Male,Jeans,35,Wyoming,XL,Red,Summer,3.2,No,Express,Yes,Yes,6,Credit Card,Quarterly
485,23,Male,Hoodie,57,New Mexico,S,Beige,Summer,3,No,Next Day Air,Yes,Yes,25,PayPal,Monthly
486,54,Male,Jacket,34,Utah,M,Maroon,Fall,2.5,No,Next Day Air,Yes,Yes,35,PayPal,Quarterly
487,60,Male,Jacket,25,Colorado,L,Blue,Spring,4.7,No,2-Day Shipping,Yes,Yes,11,Bank Transfer,Quarterly
488,60,Male,Pants,79,Alabama,L,Silver,Fall,4.9,No,Express,Yes,Yes,1,PayPal,Every 3 Months
489,58,Male,Shirt,57,Pennsylvania,S,Gray,Spring,4.7,No,Express,Yes,Yes,47,Venmo,Fortnightly
490,35,Male,Sweater,28,Missouri,M,Peach,Spring,2.9,No,2-Day Shipping,Yes,Yes,34,Venmo,Weekly
491,58,Male,Shorts,71,Alabama,M,Green,Summer,4.5,No,Store Pickup,Yes,Yes,3,PayPal,Annually
492,69,Male,Shorts,63,Wisconsin,M,Violet,Fall,4.3,No,Express,Yes,Yes,20,Credit Card,Every 3 Months
493,31,Male,Sweater,72,New Jersey,S,Pink,Fall,3.9,No,Next Day Air,Yes,Yes,6,Credit Card,Monthly
494,49,Male,Shorts,46,Nebraska,M,Teal,Summer,4.4,No,Store Pickup,Yes,Yes,22,Venmo,Every 3 Months
495,27,Male,Shirt,54,Arkansas,S,Black,Summer,2.7,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly
496,62,Male,Jacket,38,North Carolina,M,Maroon,Summer,4.5,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly
497,43,Male,T-shirt,76,Montana,M,Gray,Spring,3,No,Next Day Air,Yes,Yes,23,Bank Transfer,Fortnightly
498,63,Male,T-shirt,98,Idaho,M,Purple,Winter,5,No,Standard,Yes,Yes,9,Venmo,Bi-Weekly
499,69,Male,Jacket,33,Michigan,S,Magenta,Spring,3.8,No,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months
500,59,Male,Sweater,32,Illinois,M,Teal,Summer,3.1,No,Standard,Yes,Yes,46,Venmo,Fortnightly
501,63,Male,Jeans,69,Alabama,L,Maroon,Summer,4.8,No,Next Day Air,Yes,Yes,22,Debit Card,Monthly
502,37,Male,Jeans,55,Alaska,XL,Silver,Spring,2.7,No,Standard,Yes,Yes,13,Debit Card,Every 3 Months
503,37,Male,Pants,66,Massachusetts,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly
504,50,Male,Jacket,30,Michigan,M,Maroon,Fall,3.9,No,2-Day Shipping,Yes,Yes,46,Cash,Quarterly
505,60,Male,Jacket,80,Alaska,M,Teal,Winter,4.2,No,Next Day Air,Yes,Yes,10,Bank Transfer,Monthly
506,35,Male,Shirt,30,South Carolina,L,Beige,Fall,3,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly
507,39,Male,Jeans,93,Indiana,S,Turquoise,Fall,3.9,No,2-Day Shipping,Yes,Yes,34,Cash,Weekly
508,20,Male,Jeans,68,Nevada,L,Indigo,Winter,4.5,No,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
509,38,Male,Shorts,72,Tennessee,L,Yellow,Spring,4.8,No,Free Shipping,Yes,Yes,5,Debit Card,Monthly
510,41,Male,Jacket,22,Oklahoma,L,White,Summer,3.1,No,Next Day Air,Yes,Yes,27,PayPal,Monthly
511,69,Male,T-shirt,75,Oregon,S,Red,Spring,4,No,Store Pickup,Yes,Yes,47,Venmo,Bi-Weekly
512,68,Male,Jacket,46,Wisconsin,S,Silver,Winter,4.4,No,Next Day Air,Yes,Yes,5,PayPal,Every 3 Months
513,28,Male,Shorts,95,Colorado,M,Red,Winter,2.9,No,Next Day Air,Yes,Yes,14,Bank Transfer,Monthly
514,56,Male,Jeans,89,Wisconsin,M,Indigo,Fall,4,No,Standard,Yes,Yes,24,Venmo,Annually
515,64,Male,Shorts,48,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,Yes,18,Cash,Bi-Weekly
516,43,Male,Shorts,47,Ohio,S,Cyan,Winter,4.5,No,Free Shipping,Yes,Yes,44,Cash,Quarterly
517,43,Male,Hoodie,57,Alabama,M,Gold,Fall,2.7,No,Standard,Yes,Yes,26,Credit Card,Quarterly
518,68,Male,Pants,44,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,8,Cash,Weekly
519,30,Male,Pants,41,Missouri,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months
520,36,Male,T-shirt,31,North Dakota,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly
521,52,Male,Shirt,28,California,M,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,28,Cash,Fortnightly
522,62,Male,Pants,97,California,S,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly
523,35,Male,Jacket,80,Oklahoma,M,Violet,Summer,3.1,No,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly
524,37,Male,Sweater,25,Alabama,M,Charcoal,Fall,3,No,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
525,54,Male,Jeans,80,Wisconsin,S,Pink,Winter,3,No,Free Shipping,Yes,Yes,8,PayPal,Annually
526,48,Male,Shirt,54,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly
527,65,Male,Shirt,59,Indiana,XL,Red,Spring,2.9,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly
528,23,Male,Shorts,98,Iowa,L,Black,Summer,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly
529,18,Male,Sweater,92,Maine,M,White,Summer,4.8,No,2-Day Shipping,Yes,Yes,25,Credit Card,Every 3 Months
530,55,Male,T-shirt,21,Kansas,S,White,Spring,4.3,No,Standard,Yes,Yes,4,PayPal,Fortnightly
531,49,Male,Shorts,72,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,Yes,43,Debit Card,Quarterly
532,33,Male,Shirt,93,Nevada,S,Brown,Fall,4.1,No,Standard,Yes,Yes,3,Venmo,Monthly
533,41,Male,Pants,26,Arkansas,L,Yellow,Winter,4.5,No,Next Day Air,Yes,Yes,6,Debit Card,Monthly
534,30,Male,T-shirt,41,Kansas,S,Gray,Summer,3.4,No,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly
535,31,Male,Shorts,43,Missouri,S,Brown,Winter,4,No,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months
536,38,Male,Sweater,32,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months
537,65,Male,Sweater,36,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly
538,68,Male,Jacket,51,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,18,Venmo,Weekly
539,50,Male,Hoodie,32,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months
540,36,Male,Pants,69,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,22,Credit Card,Monthly
541,58,Male,T-shirt,63,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
542,65,Male,Sweater,35,New Mexico,M,Orange,Summer,4,No,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
543,37,Male,Sweater,81,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,4,PayPal,Monthly
544,59,Male,T-shirt,45,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,37,Venmo,Monthly
545,43,Male,Shirt,22,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,1,Cash,Bi-Weekly
546,40,Male,Jacket,41,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Monthly
547,42,Male,T-shirt,59,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
548,22,Male,Pants,73,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20,Cash,Weekly
549,31,Male,Hoodie,22,Utah,M,Olive,Winter,4,No,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly
550,35,Male,Pants,90,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually
551,65,Male,Jeans,35,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly
552,41,Male,Pants,71,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30,Venmo,Fortnightly
553,30,Male,Shirt,93,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28,PayPal,Weekly
554,32,Male,Shirt,73,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32,Bank Transfer,Monthly
555,63,Male,Jacket,88,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,45,Bank Transfer,Fortnightly
556,20,Male,Shirt,67,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,20,Debit Card,Fortnightly
557,36,Male,Shirt,87,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months
558,20,Male,Sweater,67,North Dakota,L,Teal,Spring,4,No,Free Shipping,No,No,34,Debit Card,Annually
559,62,Male,Hoodie,70,West Virginia,L,Black,Fall,4.1,No,Express,No,No,36,Bank Transfer,Monthly
560,54,Male,Jeans,83,Alabama,XL,Yellow,Summer,5,No,Express,No,No,48,Bank Transfer,Weekly
561,25,Male,Shorts,81,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
562,19,Male,Pants,59,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly
563,21,Male,T-shirt,93,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19,Credit Card,Monthly
564,65,Male,T-shirt,87,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Fortnightly
565,49,Male,Jacket,22,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,No,37,PayPal,Quarterly
566,30,Male,Jeans,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly
567,29,Male,Hoodie,50,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly
568,54,Male,T-shirt,96,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14,PayPal,Every 3 Months
569,45,Male,Sweater,39,Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,8,Venmo,Quarterly
570,25,Male,Shorts,84,Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly
571,46,Male,T-shirt,51,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Fortnightly
572,23,Male,Jeans,48,Wyoming,L,Black,Fall,4.3,No,Express,No,No,1,Debit Card,Every 3 Months
573,47,Male,Shorts,21,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,No,12,Venmo,Fortnightly
574,23,Male,Shirt,22,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly
575,31,Male,Jeans,98,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
576,57,Male,Shorts,61,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly
577,69,Male,Pants,21,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months
578,41,Male,Pants,51,Delaware,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly
579,43,Male,Hoodie,70,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months
580,57,Male,Sweater,40,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually
581,68,Male,Sweater,58,Louisiana,L,Green,Spring,4,No,Next Day Air,No,No,1,PayPal,Weekly
582,21,Male,Hoodie,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly
583,68,Male,Hoodie,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly
584,60,Male,Sweater,54,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly
585,46,Male,Shirt,82,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually
586,46,Male,Sweater,78,New York,M,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly
587,18,Male,Jacket,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly
588,56,Male,Jacket,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months
589,31,Male,T-shirt,33,Iowa,M,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly
590,52,Male,Pants,88,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly
591,45,Male,Jacket,34,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly
592,20,Male,Sweater,38,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly
593,62,Male,Jeans,98,Montana,S,Purple,Winter,4,No,Store Pickup,No,No,38,Cash,Annually
594,68,Male,Jeans,20,Wisconsin,S,Violet,Fall,4,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly
595,32,Male,Hoodie,48,California,M,Charcoal,Fall,3.9,No,Express,No,No,47,Venmo,Weekly
596,33,Male,Sweater,57,New Jersey,M,Turquoise,Spring,3.9,No,Express,No,No,48,Debit Card,Fortnightly
597,57,Male,Shorts,96,Rhode Island,L,Turquoise,Winter,2.6,No,Store Pickup,No,No,31,Venmo,Bi-Weekly
598,30,Male,Sweater,42,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,No,39,Credit Card,Weekly
599,41,Male,T-shirt,62,Arizona,L,Gold,Spring,4.9,No,Store Pickup,No,No,46,Debit Card,Weekly
600,67,Male,Jacket,71,Tennessee,M,Lavender,Spring,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly
601,41,Male,Jeans,28,Maryland,M,Magenta,Fall,2.7,No,Standard,No,No,16,Cash,Bi-Weekly
602,40,Male,Shorts,62,Illinois,M,Olive,Spring,3.5,No,Free Shipping,No,No,24,PayPal,Weekly
603,32,Male,Jeans,92,Montana,M,White,Summer,3.8,No,Free Shipping,No,No,24,Cash,Quarterly
604,32,Male,T-shirt,27,Delaware,M,White,Summer,4.7,No,Free Shipping,No,No,20,Cash,Weekly
605,19,Male,Shirt,94,Washington,XL,Gold,Fall,5,No,Express,No,No,31,PayPal,Monthly
606,57,Male,Shorts,53,Maine,M,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly
607,66,Male,Shirt,85,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually
608,58,Male,Pants,47,Illinois,XL,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly
609,45,Male,T-shirt,60,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually
610,20,Male,T-shirt,36,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly
611,66,Male,Pants,52,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly
612,32,Male,Shirt,78,Mississippi,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually
613,36,Male,Jacket,76,Kentucky,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
614,60,Male,Shorts,26,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually
615,19,Male,Jeans,73,Maine,XL,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Every 3 Months
616,41,Male,Sweater,80,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly
617,25,Male,Sweater,61,Kentucky,M,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually
618,60,Male,Shirt,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually
619,51,Male,T-shirt,85,Colorado,L,Maroon,Summer,4,No,Next Day Air,No,No,33,Cash,Monthly
620,18,Male,T-shirt,64,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly
621,56,Male,Pants,62,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
622,31,Male,T-shirt,44,Alaska,XL,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly
623,56,Male,Jeans,96,Illinois,XL,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months
624,43,Male,T-shirt,64,Alaska,M,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly
625,64,Male,Sweater,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly
626,67,Male,Pants,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly
627,56,Male,T-shirt,33,Tennessee,L,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Bi-Weekly
628,27,Male,Shorts,30,Arizona,S,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
629,64,Male,Hoodie,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly
630,62,Male,Hoodie,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly
631,39,Male,Jacket,30,California,M,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
632,42,Male,Hoodie,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
633,31,Male,Jeans,61,Washington,L,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly
634,59,Male,Pants,97,Texas,L,Magenta,Fall,3.5,No,Next Day Air,No,No,25,Venmo,Monthly
635,32,Male,Shorts,40,New York,L,Maroon,Winter,4.2,No,Store Pickup,No,No,42,PayPal,Weekly
636,59,Male,Pants,63,North Carolina,M,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
637,22,Male,T-shirt,71,Nevada,S,Silver,Spring,4.2,No,Free Shipping,No,No,46,Cash,Monthly
638,50,Male,Sweater,84,Kentucky,S,Black,Spring,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
639,29,Male,Sweater,56,Colorado,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
640,28,Male,Shorts,97,Alaska,L,Green,Fall,3.4,No,Standard,No,No,40,Credit Card,Fortnightly
641,26,Male,Hoodie,50,Connecticut,S,Beige,Winter,3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
642,47,Male,Shirt,36,Michigan,M,Green,Fall,3.5,No,Store Pickup,No,No,13,Venmo,Annually
643,30,Male,Jacket,63,Michigan,M,Gray,Fall,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
644,40,Male,Pants,29,Florida,M,Pink,Summer,2.9,No,Standard,No,No,8,Cash,Every 3 Months
645,59,Male,Jeans,33,Hawaii,L,Brown,Fall,4.7,No,Standard,No,No,46,Venmo,Quarterly
646,66,Male,Pants,52,North Carolina,L,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly
647,42,Male,Hoodie,36,Maryland,M,White,Spring,5,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
